id,e2_1,e2_2,e2_3,e2_4,e2_5,e2_6,e2_7,e2_8,SMILES,pkbhx
id285,-1.06,0.16,2.12,0.81,-0.56,-1.1,-0.77,4.04,CC(=O)C1CCC2C3CCC4=CC(=[O:1])CCC4(C)C3CCC12C,1.75
id286,-1.23,0.03,2.41,0.93,-0.54,-1.3,-0.82,4.43,CN(C)C(=[O:1])CCl,1.74
id287,-0.88,0.18,1.85,0.88,-0.47,-0.96,-0.68,3.15,CN(C=[O:1])c1ccccc1,1.74
id288,-1.7,0.04,2.57,-0.18,-0.74,-0.94,-0.83,7.16,[NH3:1],1.74
id289,-1.37,0.04,2.1,-0.17,-0.61,-0.78,-0.65,5.85,C[N:1]1CCCC(CCl)C1,1.74
id290,-1.33,0.01,2.45,0.58,-0.57,-1.26,-0.89,5.57,CC(C)N(C#[N:1])C(C)C,1.74
id291,-1.05,0.18,2.11,0.83,-0.57,-1.09,-0.77,3.95,CC1=CC(=[O:1])CC(C)(C)C1,1.74
id292,-1.18,-0.17,2.65,1.21,-0.22,-1.34,-0.86,3.99,[O:1]=C(N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,1.74
id293,-1.6,0.04,2.5,-0.13,-0.68,-0.89,-0.78,6.74,[NH2:1]C1CC1,1.72
id294,-1.16,0.13,2.31,0.81,-0.57,-1.18,-0.84,4.43,CC(=[O:1])c1ccc(cc1)N1CCCCC1,1.71
id295,-0.72,0.1,1.72,1.03,-0.4,-1.19,-0.67,2.74,CN(C)C(=[O:1])Oc1ccccc1,1.7
id296,-1.21,0.08,2.21,0.21,-0.55,-1.08,-0.77,5.66,C=CC[NH:1]CC=C,1.7
id297,-1.14,0.05,1.79,-0.32,-0.45,-0.53,-0.56,5.36,C[N:1]1CCC(Cl)CC1,1.7
id298,-1.44,0.03,2.6,0.52,-0.66,-1.35,-0.94,6.01,CN(C)C=CC#[N:1],1.7
id299,-1.13,0.08,2.2,0.75,-0.52,-1.12,-0.8,4.28,CN(C)C=Nc1ccc(cc1)C(C)=[O:1],1.7
id300,-0.96,0.16,1.94,0.73,-0.49,-0.96,-0.7,3.65,CC(=[O:1])Nc1ccccc1,1.69
id301,-0.67,0.21,1.63,1.05,-0.43,-0.91,-0.58,2.39,Clc1ccc(cc1)S(=[O:1])c1ccc(Cl)cc1,1.68
id302,-1.38,0.03,2.1,-0.14,-0.54,-0.67,-0.62,5.74,C1CSCC[NH:1]1,1.67
id303,-1.22,0.1,2.39,0.83,-0.6,-1.29,-0.87,4.75,CN(C)c1ccc(cc1)C(=[O:1])c1ccccc1,1.67
id304,-1.08,0.05,2.22,0.93,-0.49,-1.25,-0.79,4,COc1ccc(cc1)C(=[O:1])N(c1ccccc1)c1ccccc1,1.67
id305,-1.34,-0.08,2.62,0.63,-0.31,-1.2,-0.86,5.03,CC(Nc1ccccc1)=[N:1]c1ccccc1,1.66
id306,-1.29,0.04,2.41,0.61,-0.58,-1.27,-0.88,5.33,[N:1]#CN1CCCC1,1.66
id307,-1.29,-0.03,2.24,0.19,-0.45,-0.95,-0.75,5.66,Fc1cccc(c1)C1=[N:1]CCC1,1.66
id308,-1.27,0.03,2.02,-0.23,-0.5,-0.74,-0.65,6.05,Fc1cccc(c1)C1CCC[NH:1]1,1.65
id309,-1.32,0.04,2.15,-0.05,-0.52,-0.9,-0.69,6.61,CN(C)C=[N:1]c1ccc(Br)cc1,1.65
id310,-1.61,-0.34,3.23,0.93,-0.33,-1.66,-1.02,6.65,CN(C(C)=[N:1]c1ccccc1)c1ccccc1,1.65
id311,-1.27,0.06,2.17,0.27,-0.57,-1.03,-0.75,5.63,C=Cc1cccc[n:1]1,1.65
id312,-1.24,0.08,2.37,1.12,-0.6,-1.44,-0.94,4.29,c1ccn[n:1]c1,1.65
id313,-1.37,0.06,2.26,0.35,-0.66,-1.14,-0.8,5.33,C[NH:1]CC#C,1.64
id314,-1.22,-0.14,2.72,1.15,-0.28,-1.36,-0.87,4.29,CC(C)(C)C(=[O:1])N(c1ccccc1)c1ccccc1,1.64
id315,-1.45,0.13,2.63,0.65,-0.8,-1.48,-0.91,5.84,CN(C)C=[N:1]c1ccccc1C,1.63
id316,-1.49,-0.02,2.77,0.54,-0.61,-1.54,-0.96,6.46,COc1ccc(cc1)N(C)C(=[N:1]c1ccc(C)cc1)c1ccccc1,1.63
id317,-1.21,0.11,2.22,0.44,-0.58,-1.01,-0.74,5.13,Clc1ccc(NC=[N:1]c2ccc(Cl)cc2)cc1,1.63
id318,-1.29,0.03,2.39,0.56,-0.57,-1.22,-0.86,5.38,CCN(CC)C#[N:1],1.63
id319,-1.17,0.07,2.19,0.78,-0.53,-1.16,-0.79,4.24,[O:1]=C1CCCCCO1,1.63
id320,-1.42,-0.07,2.22,0.02,-0.53,-0.88,-0.72,5.93,CCN(CC)C(=O)c1ccc[n:1]c1,1.63
id322,-1.36,0.05,2.22,0.13,-0.62,-0.91,-0.73,5.77,CN1C(CCC1=O)c1ccc[n:1]c1,1.62
id323,-1.12,0.13,2.21,0.78,-0.54,-1.1,-0.8,4.23,CC(=[O:1])c1ccc(cc1)N1CCOCC1,1.61
id324,-1.3,0.12,2.22,0.16,-0.64,-1.05,-0.77,6.08,CN(C)c1cccc[n:1]1,1.61
id325,-0.96,-0.27,2.03,1.05,-0.23,-1.62,-0.77,3.59,[O:1]=C(N(c1ccccc1)c1ccccc1)c1ccccc1,1.61
id326,-1.28,0.02,2.33,0.3,-0.53,-1.08,-0.77,5.49,C[N:1](C)CC#C,1.6
id327,-1.47,-0.05,2.23,-0.1,-0.53,-0.84,-0.71,6.33,CN(C)C=[N:1]CC(F)(F)F,1.6
id328,-0.93,0.17,1.71,0.64,-0.51,-0.89,-0.62,3.24,[S:1]=C1CCCCCN1,1.6
id329,-1.36,0.05,2.11,-0.07,-0.6,-0.79,-0.68,5.7,C[N:1](C)Cc1ccccc1,1.59
id330,-1.51,0.08,2.4,-0.17,-0.66,-0.79,-0.73,6.57,[NH2:1]Cc1cccc(F)c1,1.58
id331,-1.27,-0.39,2.27,0.58,-0.13,-1.26,-0.73,4.68,CC(Nc1ccc(C)cc1)=[N:1]c1ccc(Br)cc1,1.58
id332,-1.31,0.02,2.42,0.58,-0.58,-1.26,-0.88,5.43,[N:1]#CN1CCCCC1,1.58
id333,-0.9,0.27,1.95,1.13,-0.65,-1.26,-0.72,3.12,CCN(CC)C=C[N+]([O-:1])=O,1.58
id334,-0.71,0.25,1.66,0.93,-0.51,-0.89,-0.56,2.75,CS(=[O:1])c1ccc(cc1)[N+]([O-])=O,1.58
id335,-1.36,0.09,2.18,0,-0.57,-0.82,-0.69,5.59,C[N:1]1CN(C)CN(C)C1,1.58
id336,-1.14,0.05,2.16,0.06,-0.45,-0.97,-0.71,5.95,CCCCCCCC[N:1](CCCCCCCC)CCCCCCCC,1.57
id337,-0.74,0.21,1.61,0.91,-0.45,-0.93,-0.61,2.6,[O:1]=C1CCCCO1,1.57
id338,-1.3,0.02,2.01,-0.17,-0.54,-0.71,-0.6,5.47,C[N:1]1CCOCC1,1.56
id339,-0.82,0.08,1.68,0.77,-0.36,-0.86,-0.57,2.85,CCN(CC)C(=[O:1])SC,1.56
id340,-1.28,0.02,2.36,0.57,-0.57,-1.22,-0.87,5.32,CN(C)C#[N:1],1.56
id341,-0.85,0.23,1.82,0.72,-0.46,-0.77,-0.66,3.21,[O-:1][n+]1cc(Cl)cc(Cl)c1,1.56
id342,-1.53,0.05,2.32,-0.23,-0.67,-0.78,-0.73,6.57,[NH2:1]CC#C,1.56
id343,-1.21,0.01,1.96,-0.03,-0.52,-0.84,-0.6,5.14,CCCC[N:1](CCCC)CCCC,1.55
id344,-1.5,0.06,2.23,-0.19,-0.66,-0.76,-0.71,6.18,[NH2:1]Cc1cccc(Cl)c1,1.55
id345,-0.96,-0.01,1.86,1.36,-0.61,-1.76,-0.84,3.09,[O-:1][N+](=O)C=CN1CCCCC1,1.55
id346,-0.93,0.1,1.66,0.26,-0.38,-0.64,-0.53,3.81,Nc1[n:1]cccn1,1.55
id347,-1.38,-0.01,2.07,-0.23,-0.55,-0.74,-0.66,5.86,C[N:1](C)CCCCl,1.54
id348,-1.29,0.06,2.13,0.11,-0.58,-0.87,-0.72,5.57,Clc1cc[n:1]cc1,1.54
id349,-0.49,0.22,1.28,0.98,-0.32,-0.75,-0.49,1.58,CCCCCCCCP(=[S:1])(CCCCCCCC)CCCCCCCC,1.54
id350,-0.96,0.18,2.04,0.96,-0.53,-1.14,-0.77,3.46,CN(C)c1ccc(C=[O:1])cc1,1.53
id351,-1.86,-0.35,3.23,0.23,-0.33,-1.28,-0.94,7.49,COc1ccc(cc1)[N:1]=C(N(C)c1ccccc1)c1ccccc1,1.53
id352,-1.62,0.01,2.89,0.52,-0.66,-1.44,-0.95,6.46,CN(C(=[N:1]c1ccc(C)cc1)c1ccccc1)c1ccccc1,1.52
id353,-0.71,-0.13,1.54,0.08,-0.17,-0.85,-0.57,4.74,FC(F)(F)c1cccc(c1)C1=[N:1]CCC1,1.52
id354,-1.01,0.08,1.63,-0.07,-0.45,-0.58,-0.52,4.46,C1C[NH:1]C(C1)c1cccnc1,1.52
id355,-1.26,0.13,2.3,0.46,-0.63,-1.07,-0.75,5.29,CN(C)C=[N:1]c1ccc(cc1)C(C)=O,1.52
id356,-0.84,0.12,1.55,0.82,-0.49,-1.42,-0.61,3.12,CN(C)C=NS(=[O:1])(=O)c1ccccc1,1.51
id357,-1.05,0.07,2.08,0.78,-0.49,-1.12,-0.75,3.91,COc1ccc(cc1)C(=[O:1])c1ccc(OC)cc1,1.49
id358,-0.79,0.13,1.65,0.77,-0.37,-0.86,-0.6,2.84,COC(=[O:1])c1ccccc1OC,1.49
id359,-0.63,0.24,1.59,1.29,-0.5,-1.2,-0.61,1.92,CN(C)C(C)=NC(=[S:1])SCc1ccccc1,1.49
id360,-1.52,0.06,2.48,0.08,-0.68,-1.01,-0.8,6.5,C[N:1]=Cc1ccccc1,1.49
id361,-0.83,0.29,1.81,0.91,-0.55,-0.97,-0.67,3.03,[O:1]=NN1CCCC1,1.49
id362,-1.19,0.07,2.02,0.25,-0.54,-0.94,-0.69,5.15,Cc1[n:1]c2ccccc2o1,1.48
id363,-1.43,0.05,2.31,-0.18,-0.6,-0.91,-0.73,6.48,CCC[N:1](CCC)CCC,1.47
id364,-1.37,0.05,2.11,-0.07,-0.57,-0.78,-0.68,5.7,CC[N:1](C)Cc1ccccc1,1.47
id365,-1.4,-0.45,2.49,0.7,-0.15,-1.46,-0.87,5.09,Cc1ccc(NC(=[N:1]c2ccccc2)c2ccccc2)cc1,1.47
id367,-1.29,0.09,2.09,0.13,-0.57,-0.84,-0.69,5.44,Cc1cc(C)nc[n:1]1,1.47
id368,-0.39,0.28,1.14,1.08,-0.37,-0.82,-0.44,1.06,CCP(=[S:1])(CC)CC,1.46
id369,-0.91,0.08,1.89,0.78,-0.39,-0.98,-0.68,3.34,CCOC(=[O:1])c1ccc(cc1)N(C)C,1.45
id370,-0.87,0.13,1.76,0.73,-0.46,-0.92,-0.63,3.31,[O:1]=C1CCCCCCC1,1.45
id371,-1.25,0.05,1.95,-0.14,-0.54,-0.69,-0.61,5.34,ClCC[N:1]1CCCC1,1.45
id372,-0.82,-0.28,1.75,0.95,-0.15,-1.49,-0.66,3.1,CCOC(=[O:1])N(c1ccccc1)c1ccccc1,1.45
id373,-1.46,-0.03,2.47,0.01,-0.53,-1.1,-0.81,6.43,CN(C(C)=[N:1]c1ccccc1)c1cccc(Cl)c1,1.44
id374,-0.53,0.03,1.35,0.77,-0.2,-0.87,-0.47,2.29,C1C2CC3CC1CC(C2)C3C1[O:1]C1C1C2CC3CC(C2)CC1C3,1.44
id375,-1.3,0.03,2.1,0.16,-0.58,-0.9,-0.7,5.44,COC(=O)c1ccc[n:1]c1,1.44
id376,-0.84,0.1,1.74,0.76,-0.39,-0.93,-0.6,3.32,C1C2CC3CC1CC(C2)C31[O:1]C11C2CC3CC(C2)CC1C3,1.44
id377,-0.71,0.22,1.55,0.87,-0.45,-0.9,-0.59,2.51,CC1CCC(=[O:1])O1,1.43
id378,-1.43,0.08,2.06,-0.41,-0.61,-0.57,-0.63,6.2,[NH2:1]Cc1cccc(c1)C(F)(F)F,1.43
id379,-1.06,0.2,2.12,0.69,-0.63,-1.26,-0.71,4.9,CN(C(C)=[N:1]c1ccc(Br)cc1)c1ccc(C)cc1,1.43
id380,-1.12,0.18,2.51,0.78,-0.64,-1.47,-0.91,5.25,c1ccc(cc1)-c1cccc[n:1]1,1.43
id381,-0.83,0.1,1.8,0.72,-0.39,-1.01,-0.67,3.66,CC1(C)CCC(C)(C)[O:1]1,1.43
id382,-1.13,0.13,2.08,0.43,-0.59,-1.03,-0.67,5.11,CN(C)C=[N:1]c1ccc(cc1)C(F)(F)F,1.43
id383,-1.07,0.15,2.19,0.75,-0.6,-1.34,-0.78,4.98,CN(C(=[N:1]c1ccc(C)cc1)c1ccccc1)c1ccc(Br)cc1,1.42
id384,-1.38,0.05,2.19,0.04,-0.59,-0.97,-0.75,6.11,CC(C)(C)c1cccc[n:1]1,1.42
id385,-1.35,-0.01,2.18,0.11,-0.55,-0.89,-0.72,5.61,O=C(c1ccccc1)c1ccc[n:1]c1,1.42
id386,-0.93,0.15,1.83,0.74,-0.48,-0.93,-0.66,3.39,[O:1]=C1CCCCCC1,1.41
id387,-1.16,0.1,2.36,0.79,-0.55,-1.4,-0.87,5.16,COc1cccc(c1)[N:1]=C(N(C)c1ccccc1)c1ccccc1,1.41
id388,-1.31,0.04,2.13,0.12,-0.58,-0.89,-0.7,5.57,CC(=O)c1cc[n:1]cc1,1.41
id389,-0.99,0.08,1.97,0.88,-0.48,-1.13,-0.73,3.54,[O:1]=CN(c1ccccc1)c1ccccc1,1.41
id390,-0.79,0.07,1.93,1.07,-0.4,-1.41,-0.73,2.98,COC(=[O:1])N(c1ccccc1)c1ccccc1,1.41
id391,-1.39,-0.11,2.78,0.7,-0.32,-1.24,-0.91,5.03,Cc1cccc(NC(=[N:1]c2ccccc2)c2ccccc2)c1,1.4
id392,-1.33,0.02,2.08,-0.07,-0.54,-0.77,-0.66,5.7,CC(=O)c1ccc[n:1]c1,1.39
id393,-0.9,0.16,1.78,0.73,-0.47,-0.89,-0.65,3.26,[O:1]=C1CCCCC1,1.39
id394,-0.86,0.11,1.73,0.71,-0.44,-0.94,-0.63,3.36,CC(=[O:1])C=Cc1ccccc1,1.38
id395,-1.23,-0.62,2.05,0.24,0.15,-0.91,-0.75,5.07,FC(F)(F)c1cccc(c1)C1CCC[NH:1]1,1.38
id396,-1.44,-0.03,2.18,-0.21,-0.46,-0.78,-0.68,5.94,C[N:1]1CCCC1c1ccccc1,1.38
id397,-1.07,0.17,2.23,0.8,-0.61,-1.31,-0.77,4.72,CN(C(C)=[N:1]c1ccccc1)c1ccc(Br)cc1,1.38
id398,-0.82,0.12,1.82,0.74,-0.38,-0.96,-0.67,3.68,CC12CCC(CC1)C(C)(C)[O:1]2,1.38
id399,-1.55,-0.15,2.46,-0.04,-0.54,-1.09,-0.75,6.77,CN(C)C=[N:1]c1ccccc1Br,1.37
id400,-1.55,-0.04,2.62,0.53,-0.67,-1.29,-0.8,5.99,Ic1ccc[n:1]c1,1.37
id401,-1.22,0.02,1.98,0.19,-0.53,-0.88,-0.65,5.03,c1csc[n:1]1,1.37
id402,-1.38,-0.02,2.03,-0.32,-0.49,-0.61,-0.6,5.83,C[NH:1]CCC#N,1.37
id403,-0.9,0.12,1.85,0.83,-0.44,-1.03,-0.69,3.36,[O:1]=C(C1CC1)C1CC1,1.36
id404,-0.85,0.1,1.78,0.77,-0.38,-0.92,-0.65,3.13,[O:1]=C1c2ccccc2Oc2ccccc12,1.36
id405,-0.82,0.14,1.71,0.81,-0.43,-0.89,-0.62,2.88,CC12CCC3C(CCC4CCCCC34C)C1CCC2=[O:1],1.36
id406,-0.99,0.2,2.04,0.7,-0.59,-1.21,-0.69,4.68,CN(C(C)=[N:1]c1ccc(Br)cc1)c1ccccc1,1.36
id407,-1.2,-0.28,2.22,0.47,-0.18,-1.23,-0.73,4.48,CC(Nc1ccccc1)=[N:1]c1ccc(Br)cc1,1.36
id408,-0.8,0.11,1.64,0.77,-0.4,-0.91,-0.57,2.97,C1C[O:1]C1,1.36
id409,-0.83,0.15,1.68,0.71,-0.45,-0.85,-0.6,3.13,CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=[O:1],1.36
id410,-1.25,0.03,2.02,0.11,-0.54,-0.83,-0.67,5.26,Fc1ccc[n:1]c1,1.35
id411,-0.81,0.21,1.7,0.86,-0.52,-0.98,-0.6,2.88,CN(C)C(=[S:1])N(C)C,1.35
id412,-1.13,0.19,2.38,0.92,-0.58,-1.24,-0.79,4.75,COc1ccccc1C(C)=[O:1],1.34
id413,-1.6,0.04,2.64,-0.33,-0.56,-0.8,-0.78,6.98,C([NH:1]Cc1ccccc1)c1ccccc1,1.34
id414,-0.98,0.06,1.84,0.25,-0.42,-0.89,-0.62,4.6,C=CC[N:1](CC=C)CC=C,1.34
id415,-1.29,-0.05,2.31,0.43,-0.49,-1.11,-0.81,5.34,[N:1]#CN1CCOCC1,1.34
id416,-0.77,0.1,1.58,0.74,-0.4,-0.88,-0.56,2.96,CC1CCC[O:1]1,1.34
id417,-0.99,0.15,1.93,0.72,-0.5,-0.96,-0.71,3.66,COc1ccc(cc1)C(C)=[O:1],1.33
id418,-0.74,0.14,1.53,0.78,-0.42,-0.95,-0.59,2.58,CN(C)C(=[S:1])c1ccc(N)cc1,1.33
id419,-1.31,0.11,2.01,-0.09,-0.58,-0.6,-0.61,5.34,[NH2:1]CCC#N,1.33
id420,-1.39,-0.19,2.55,1.02,-0.54,-1.75,-1.01,4.94,CCN(CC)c1ccc(cc1)N=[O:1],1.33
id421,-1.06,0.03,1.59,-0.02,-0.41,-0.53,-0.44,4.08,C1N2CN3CN1C[N:1](C2)C3,1.33
id422,-1.06,0.03,1.99,0.73,-0.45,-1.07,-0.72,3.8,[O:1]=C1CCCO1,1.32
id423,-0.74,0.24,1.51,0.85,-0.53,-0.95,-0.56,2.63,CN1CCN(C)C1=[S:1],1.32
id424,-0.41,0.32,1.36,1.52,-0.48,-1.25,-0.64,1.24,CCOC(=O)N1C=CN(C)C1=[S:1],1.32
id425,-1.18,0.11,2.15,0.48,-0.58,-1.05,-0.7,4.95,CN(C)C=[N:1]c1ccc(cc1)C#N,1.32
id426,-0.86,0.16,1.75,0.75,-0.47,-0.93,-0.63,3.23,CC1(C)C2CCC1(C)C(=[O:1])C2,1.31
id427,-1.25,0.06,2.06,0.13,-0.56,-0.85,-0.7,5.37,Clc1ccc[n:1]c1,1.31
id428,-1.22,0.05,1.95,0.12,-0.54,-0.81,-0.63,5.06,Brc1ccc[n:1]c1,1.31
id429,-0.73,0.2,1.68,0.95,-0.45,-0.97,-0.64,2.66,[O:1]=C1Oc2ccccc2C=C1,1.3
id430,-0.9,0.13,1.8,0.7,-0.44,-0.92,-0.65,3.43,CC(=[O:1])C12CC3CC(CC(C3)C1)C2,1.3
id431,-0.84,0.11,1.76,0.81,-0.41,-0.96,-0.66,3.05,CC(=[O:1])c1ccc(cc1)C12CC3CC(CC(C3)C1)C2,1.3
id432,-1.17,0.03,1.95,0.25,-0.5,-0.86,-0.66,4.85,c1coc[n:1]1,1.3
id433,-1.14,-0.03,2.24,0.72,-0.34,-1.1,-0.74,4,N(C(=[N:1]c1ccccc1)c1ccccc1)c1ccccc1,1.29
id434,-1.07,0.04,1.82,0.29,-0.47,-0.86,-0.6,4.51,c1[n:1]c2ccccc2s1,1.29
id435,-1.15,0.11,2.31,0.52,-0.55,-1.29,-0.84,5.86,CC(C)(C)[N:1]=Cc1ccccc1,1.29
id436,-0.74,0.16,1.47,0.78,-0.42,-0.87,-0.55,2.45,CCN(CC)C(=[S:1])N(C)C,1.29
id437,-1.27,0.05,2.04,0.01,-0.55,-0.78,-0.65,5.54,Cc1c[n:1]c(C)cn1,1.29
id438,-1.44,-0.04,2.25,-0.47,-0.34,-0.38,-0.65,6.23,[NH2:1]Cc1cc(F)cc(F)c1,1.28
id439,-0.68,0.13,1.51,0.76,-0.39,-0.87,-0.56,2.79,C1CC[O:1]C1,1.28
id440,-0.84,0.16,1.73,0.74,-0.47,-0.89,-0.62,3.15,[O:1]=C1CCCC1,1.27
id441,-0.99,0.09,1.87,0.69,-0.48,-1.04,-0.7,3.83,COc1ccc(cc1)C(=[O:1])c1ccccc1,1.27
id442,-1.47,0.09,2.27,-0.29,-0.64,-0.68,-0.7,6.52,[NH2:1]Cc1cc(Cl)cc(Cl)c1,1.27
id443,-1.16,0.02,1.82,0.03,-0.43,-0.66,-0.62,4.73,C[N:1](C)Cc1cccc(F)c1,1.27
id444,-0.84,0.12,1.72,0.71,-0.41,-0.85,-0.61,3.31,[OH:1]C12CC3CC(CC(C3)C1)C2,1.27
id445,-1.27,0.17,2.03,-0.04,-0.66,-0.68,-0.61,5.58,[NH2:1]Cc1cccc(c1)[N+]([O-])=O,1.26
id446,-0.24,-0.05,0.82,0.89,0,-0.77,-0.32,0.84,ClP(Cl)(=[O:1])c1ccccc1,1.26
id447,-0.89,0.09,1.84,0.78,-0.4,-0.95,-0.68,3.28,[O:1]=C1c2ccccc2Cc2ccccc12,1.25
id448,-0.94,0.13,1.89,0.72,-0.46,-0.95,-0.69,3.6,CC(=[O:1])c1ccc(cc1)C(C)(C)C,1.25
id449,-0.95,0.12,1.88,0.7,-0.47,-0.94,-0.68,3.58,CCc1ccc(cc1)C(C)=[O:1],1.25
id450,-1.18,-0.28,2.29,0.54,-0.19,-1.27,-0.77,4.61,Fc1ccc(cc1)[N:1]=C(Nc1ccccc1)c1ccccc1,1.25
id451,-0.97,0.12,1.9,0.7,-0.48,-0.95,-0.69,3.62,CC(=[O:1])c1ccc(C)cc1,1.24
id452,-1.25,0.1,2.42,0.58,-0.64,-1.31,-0.84,5.41,CN(C(C)=[N:1]c1cccc(Cl)c1)c1ccccc1,1.24
id453,-1.17,-0.05,2.29,0.56,-0.26,-1.05,-0.74,4.37,CC(Nc1ccccc1)=[N:1]c1cccc(Br)c1,1.24
id454,-0.91,0.13,1.79,0.7,-0.46,-0.91,-0.65,3.41,[O:1]=C1CCCCCCCCCCC1,1.23
id455,-1.23,0.02,1.9,-0.07,-0.55,-0.92,-0.63,5.04,C[N:1]1C(C)(C)CCCC1(C)C,1.23
id456,-0.99,0.16,1.96,0.64,-0.56,-1.19,-0.68,4.77,COc1ccc(cc1)N(C)C(=[N:1]c1ccc(Br)cc1)c1ccccc1,1.23
id457,-0.79,0.11,1.64,0.73,-0.37,-0.86,-0.58,3.06,C1CC[O:1]CC1,1.23
id458,-0.94,-0.04,1.69,0.67,-0.29,-1.01,-0.62,3.24,CN(C)C=NC(=[S:1])c1ccccc1,1.23
id459,-1.29,0.02,2.3,0.51,-0.57,-1.19,-0.85,5.3,CN(C)c1ccc(cc1)C#[N:1],1.23
id460,-1.25,0,2.2,0.46,-0.54,-1.15,-0.82,5.15,CN(C)C=Nc1ccc(cc1)C#[N:1],1.23
id461,-0.85,0.09,1.7,0.89,-0.41,-1.04,-0.66,2.85,CC1COC(=[O:1])O1,1.22
id462,-0.89,0.16,1.77,0.7,-0.47,-0.89,-0.65,3.3,CCC(C)=[O:1],1.22
id463,-0.89,0.14,1.8,0.74,-0.46,-0.93,-0.66,3.35,[O:1]=C1CCCCCCCCCCCCCC1,1.22
id464,-0.96,0.15,1.72,0.62,-0.5,-0.87,-0.61,3.26,CN(C)C(C)=[S:1],1.22
id465,-1.17,-0.13,2.24,0.8,-0.36,-1.25,-0.75,4.24,CCCCS(=O)(=[O:1])CCCC,1.22
id466,-1.14,0.1,1.9,0.14,-0.55,-0.93,-0.65,5.34,c1ccc2[n:1]c3ccccc3nc2c1,1.22
id467,-0.95,0.12,1.89,0.71,-0.47,-0.94,-0.68,3.59,CC(C)c1ccc(cc1)C(C)=[O:1],1.21
id468,-0.95,0.15,1.89,0.7,-0.49,-0.94,-0.68,3.57,CSc1ccc(cc1)C(C)=[O:1],1.21
id469,-0.87,0.09,1.77,0.72,-0.42,-0.92,-0.64,3.32,CCCCC(=[O:1])CCCC,1.21
id470,-0.86,0.21,1.76,0.75,-0.5,-0.89,-0.66,3.24,CC1(C)CC(=[O:1])C=C(Cl)C1,1.21
id471,-0.88,0.14,1.79,0.76,-0.46,-0.93,-0.66,3.29,[O:1]=C1CCCCCCCCCC1,1.2
id472,-0.9,0.12,1.73,0.56,-0.43,-0.8,-0.61,3.42,CC(=[O:1])C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.2
id473,-0.88,0.06,1.71,0.43,-0.39,-0.76,-0.51,3.56,CN(C)C=[N:1]c1ccc(cc1)[N+]([O-])=O,1.2
id474,-0.43,0.14,1.56,1.52,-0.31,-1.3,-0.64,1.56,C1C[O:1]CCOCCOCCOCCOCCO1,1.2
id475,-1.04,0.17,2.11,0.33,-0.61,-1.18,-0.76,5.37,ClCC[NH:1]CCCl,1.19
id476,-1.14,0.13,2.14,0.57,-0.65,-1.24,-0.7,4.89,CN(C(C)=[N:1]c1ccc(Br)cc1)c1ccc(Br)cc1,1.19
id477,-0.79,0.1,1.62,0.62,-0.37,-0.81,-0.58,3.28,C[O:1]C(C)(C)C,1.19
id478,-0.85,0.16,1.72,0.7,-0.45,-0.85,-0.63,3.21,CC(C)=[O:1],1.18
id479,-0.97,0.11,1.78,0.33,-0.47,-0.93,-0.63,4.5,c1ccc(cc1)-c1[n:1]c2ccccc2o1,1.18
id480,-1.09,0.07,1.87,0.48,-0.63,-1.27,-0.71,4.03,C([N:1]=Cc1ccccc1)c1ccccc1,1.18
id481,-0.97,0,1.86,0.79,-0.37,-1.07,-0.66,3.35,[O:1]=C(Oc1ccccc1)N(c1ccccc1)c1ccccc1,1.18
id482,-0.76,0.11,1.64,0.85,-0.34,-0.87,-0.59,2.65,[O:1]=C(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,1.17
id483,-0.7,0.08,1.57,0.91,-0.35,-0.95,-0.55,2.44,CN(C)C(=[O:1])C(Cl)(Cl)Cl,1.17
id484,-0.39,0.38,1.3,1.16,-0.41,-0.86,-0.5,1.33,[O:1]=S1(=O)CCCC1,1.17
id485,-0.67,0.18,1.64,1,-0.37,-0.99,-0.57,2.45,CCN(CC)S(=O)(=[O:1])N(CC)CC,1.17
id487,-1.28,0.07,1.98,-0.21,-0.58,-0.7,-0.61,5.64,C[N:1](C)Cc1cccc(c1)C(F)(F)F,1.16
id488,-0.65,0.21,1.43,0.8,-0.44,-0.84,-0.53,2.29,COc1ccc(cc1)C(=[S:1])N(C)C,1.16
id489,-0.75,0.18,1.62,0.79,-0.43,-0.88,-0.59,2.87,C[O:1]CCCN,1.16
id490,-0.79,0.04,1.91,1.02,-0.37,-1.21,-0.63,3.53,C[O:1]c1ccccc1OC,1.16
id491,-1.02,0.07,1.79,0.4,-0.48,-0.98,-0.66,4.62,c1ccc2c(c1)ccc1ccc[n:1]c21,1.16
id492,-0.68,0.12,1.5,0.8,-0.35,-0.83,-0.55,2.48,CC(C)OC(C)=[O:1],1.15
id493,-0.6,0.27,1.35,0.83,-0.45,-0.79,-0.51,2.05,CN(C)C(=[S:1])c1ccc(C)cc1,1.15
id494,-1.08,0.05,1.59,-0.16,-0.43,-0.44,-0.47,4.25,C[N:1](C)CCC#N,1.15
id495,-1.32,0,3.34,1.48,-0.58,-2.01,-1.14,6.25,c1ccc([n:1]c1)-c1ccccn1,1.15
